gstin,vendor_name,invoice_number,invoice_date,invoice_value,gst_rate,taxable_value,igst,cgst,sgst,purchase_ledger,name_as_per_tally
33DZZPP8843P1ZY,,CI-MDS/24-25/010,,14774.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/011,,607320.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/012,,141230.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/013,,312948.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/014,,610050.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/015,,156923.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/016,,305326.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/017,,407327.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/24-25/018,,434003.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/001,,764306.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/002,,439236.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/003,,403133.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/003,,403133.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/004,,359386.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/005,,414398.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/006,,503291.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/007,,194597.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/008,,60501.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/009,,205538.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/011,,370387.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/012,,399583.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/013,,264915.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/014,,336798.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/015,,306374.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/017,,83160.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/018,,74219.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/019,,403940.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/020,,454010.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/023,,683298.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/024,,636253.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/025,,312774.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/026,,262175.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/027,,562716.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/028,,501113.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/029,,505890.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/032,,252221.00,,,,,,,
33DZZPP8843P1ZY,,CI-MDS/25-26/033,,548126.00,,,,,,,
29AECPT9561P1ZF,,Dated,,329844.42,,,,,,,
29AECPT9561P1ZF,,Dated,,340394.58,,,,,,,
29AAACD8017H1ZO,,KA2926TS036676,31.10.2025,10.60,18,24676.85,4441.83,0.00,0.00,,
29AAACD8017H1ZO,,KA2926TS046542,31.12.2025,106.00,18,34613.36,6230.40,0.00,0.00,,
29AAACD8017H1ZO,,KA2926TS050914,31.01.2026,65.00,18,19034.31,3426.18,0.00,0.00,,
29AAACD8017H1ZO,,KA2926TS056847,28.02.2026,10.60,18,3157.20,568.30,0.00,0.00,,
32AAACD8017H1Z1,,KL3226TS028872,31.10.2025,65.00,18,65964.97,0.00,5936.85,5936.85,,
32AAACD8017H1Z1,,KL3226TS032603,30.11.2025,9.80,18,5133.39,0.00,462.01,462.01,,
32AAACD8017H1Z1,,KL3226TS036823,31.12.2025,47.00,18,46381.93,0.00,4174.37,4174.37,,
32AAACD8017H1Z1,,KL3226TS040487,31.01.2026,65.00,18,42076.21,0.00,3786.86,3786.86,,
32AAACD8017H1Z1,,KL3226TS045154,28.02.2026,10.60,18,12509.46,0.00,1125.85,1125.85,,
33AAHCD4922E1Z0,,DVS/T/2526/036,11/07/2025,118000.00,,,,,,,
32AAMFD6344E3ZL,,138420252652,16/8/2025,562069.40,18,476330.00,0.00,42869.70,42869.70,,
32AAMFD6344E3ZL,,138420252654,01/9/2025,393813.20,18,333740.00,0.00,30036.60,30036.60,,
32AAMFD6344E3ZL,,138420252663,16/9/2025,76983.20,18,65240.00,0.00,5871.60,5871.60,,
32AAMFD6344E3ZL,,138420252673,16/10/2025,75862.20,18,64290.00,0.00,5786.10,5786.10,,
32AAMFD6344E3ZL,,138420252684,01/12/2025,6242.20,18,5290.00,0.00,476.10,476.10,,
32AAMFD6344E3ZL,,138420252694,01/01/2026,28674.00,18,24300.00,0.00,2187.00,2187.00,,
32AAMFD6344E3ZL,,138420252704,01/02/2026,19458.20,18,16490.00,0.00,1484.10,1484.10,,
32AAMFD6344E3ZL,,138420252643,16/6/2025,356737.60,18,302320.00,0.00,27208.80,27208.80,,
32AAMFD6344E3ZL,,138420252664,01/10/2025,108099.80,18,91610.00,0.00,8244.90,8244.90,,
32AAMFD6344E3ZL,,138420252675,01/11/2025,16307.60,18,13820.00,0.00,1243.80,1243.80,,
32AAMFD6344E3ZL,,138420252633,16/6/2025,72747.00,18,61650.00,0.00,5548.50,5548.50,,
32AAMFD6344E3ZL,,138420252634,16/6/2025,132313.40,18,112130.00,0.00,10091.70,10091.70,,
29AAVFD5589Q1ZZ,,077,,106200.00,18,,16200.00,0.00,0.00,,
29AAVFD5589Q1ZZ,,126,,118000.00,18,,18000.00,0.00,0.00,,
29AAFCE7987E1Z3,,Dated,,15879.60,,,,,,,
29AAFCE7987E1Z3,,Dated,,21740.40,,,,,,,
29AAFCE7987E1Z3,,Dated,,34452.00,,,,,,,
32AASCM2174Q1ZT,,N2526/000032906,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000043988,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000056098,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000067394,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000079524,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000087230,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000100527,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000121471,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000017098,,,,,,,,,
32AASCM2174Q1ZT,,N2526/000018571,,,,,,,,,
27BYGPG3211E1ZY,,ECO-122,,20000.00,,,,,,,
27BYGPG3211E1ZY,,ECO-161,,10000.00,,,,,,,
27BYGPG3211E1ZY,,ECO-82,,5000.00,,,,,,,
27BYGPG3211E1ZY,,ECO-92,,16500.00,,,,,,,
29AADCE8914H1ZE,,EEZ2526000125,08/04/2025,46437.25,,,,,,,
29AADCE8914H1ZE,,EEZ2526003223,08/09/2025,118933.14,,,,,,,
29AADCE8914H1ZE,,EEZ2526003935,08/10/2025,52646.88,,,,,,,
29AADCE8914H1ZE,,EEZ2526006164,08/01/2026,86018.46,,,,,,,
29AADCE8914H1ZE,,EEZ2526000704,08/05/2025,55388.26,,,,,,,
29AADCE8914H1ZE,,EEZ2526001321,08/06/2025,64832.50,,,,,,,
29AADCE8914H1ZE,,EEZ2526004667,08/11/2025,53973.44,,,,,,,
29AADCE8914H1ZE,,EEZ2526005369,08/12/2025,70172.48,,,,,,,
29AADCE8914H1ZE,,EEZ2526001932,08/07/2025,52532.66,,,,,,,
29AADCE8914H1ZE,,EEZ2526002580,08/08/2025,100156.28,,,,,,,
29AADCE8914H1ZE,,EEZ2526002637,11/08/2025,23600.00,,,,,,,
29AADCE8914H1ZE,,EEZ2526006989,08/02/2026,43594.63,,,,,,,
29AALFE1160A1ZU,,A-1663-25-26,16-12-2025,4000.00,,,,,,,
29AJXPR2057C1ZR,,BLR-09-2025,,374650.00,,,,,,,
33AAGCE6212K1ZS,ETZIN PRIVATE LIMITED,CJB1-2971,18.10.2025,155.20,18,131.54,23.66,0.00,0.00,,
06AAFCF2583B1ZY,,Dated,,11905.70,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,12400.20,,,,,,,
06AAFCF2583B1ZY,,Dated,,18200.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,20302.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,9605.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,10789.50,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,16845.60,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,3467.70,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,0.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,24893.95,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,20026.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,47372.75,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8500.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,6.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,29172.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,36031.60,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,31258.65,,,,,,,
06AAFCF2583B1ZY,,Dated,,498.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,52372.75,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,48905.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,3667.50,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,3958.50,,,,,,,
06AAFCF2583B1ZY,,Dated,,69582.85,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,38663.50,,,,,,,
06AAFCF2583B1ZY,,Dated,,65893.25,,,,,,,
06AAFCF2583B1ZY,,Dated,,11339.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,19261.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,10505.25,,,,,,,
06AAFCF2583B1ZY,,Dated,,14792.30,,,,,,,
06AAFCF2583B1ZY,,Dated,,4879.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,36453.55,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2489.10,,,,,,,
06AAFCF2583B1ZY,,Dated,,457.50,,,,,,,
06AAFCF2583B1ZY,,e-Way,,7.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,4.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,4.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,4.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,4.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,3.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,3.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,57.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,8.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,722.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,733.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,733.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,7.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,0.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,0.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,6.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,4.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,5.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,3.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,3.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,1.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,,,,,,,,
06AAFCF2583B1ZY,,Dated,,2.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,2.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,1.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,1.00,,,,,,,
06AAFCF2583B1ZY,,e-Way,,2.00,,,,,,,
